	ENEMY_LEVEL	ENEMY_STARS	ENEMY_RARITY	EXP_REWARD	IS_MAJOR	ENVIRONMENT	STAGE_ONE	STAGE_TWO	STAGE_THREE	PRIMARY_LOOT	SECONDARY_LOOT	ONE_TIME_REWARD
28-13	167	4	RED_6	3248	1	PARK_MIDWAY_7	SOULLESS_GHOUL_N,DUKE_CABOOM::FALSE,JUDY_HOPPS::FALSE,TIA_DALMA::FALSE	MAUI:HP:FALSE,SOULLESS_SKELETON,STITCH::FALSE,SOULLESS_TURRET,DUCKY_AND_BUNNY::FALSE	[boss]GOOFY:BLIND:FALSE,URSULA:ENERGY:FALSE,KIDA:ENERGY:FALSE,COLETTE:SKILL1_BUFF:FALSE,POWERLINE:DEBUFF_CLEAR:FALSE,SOULLESS_RED_DOT	SHARD_POTION_PROTECTION,SHARD_FREEMAN_OF_THE_CITY,SHARD_THE_PACIFIER	SHARD_VICTORIOUS_URN,SHARD_UNLEADOSAURUS,SHARD_ILL_WISHING_WELL	
28-14	167	4	RED_6	3248	0	PARK_MIDWAY_1	RALPH::FALSE,DUKE_CABOOM::FALSE,ELASTIGIRL::FALSE,SOULLESS_AUTOTURRET	OLAF::FALSE,HECTOR_BARBOSSA:STUDY:FALSE,SCROOGE_MCDUCK:DAMAGE_STUN,VIOLET::FALSE,SOULLESS_MAGE_F	[boss]GOOFY:SHIELD,GERALD_MARLIN_NEMO:ARMOR:FALSE,SOULLESS_SKELETON,MADAM_MIM,JACK_SKELLINGTON,COLETTE:SKILL2_BUFF:FALSE	SHARD_BATH_TIME,SHARD_FREEMAN_OF_THE_CITY,SHARD_THE_PACIFIER	SHARD_REEL_ON_A_ROLL,SHARD_UNLEADOSAURUS,SHARD_ILL_WISHING_WELL	
28-15	168	4	RED_6	3248	0	PARK_MIDWAY_4	BAYMAX::FALSE,DARKWING_DUCK::FALSE,MADAM_MIM::FALSE,SOULLESS_SWORD_N	EEYORE:DISABLE_STUN:FALSE,SOULLESS_BUG_F,JACK_SPARROW:HP:FALSE,SCROOGE_MCDUCK::FALSE,MEGARA::FALSE	[boss]OOGIE_BOOGIE:SCARE,BAYMAX::FALSE,TIGGER:ENERGY,STITCH,SOULLESS_AUTOTURRET,SOULLESS_SPLASH_F	SHARD_THE_PACIFIER,SHARD_TOY_SOLDIER,SHARD_BATH_TIME	SHARD_ILL_WISHING_WELL,SHARD_GEORGETTES_BOWL,SHARD_REEL_ON_A_ROLL	
28-16	168	4	RED_6	3248	1	PARK_MIDWAY_9	SULLEY::FALSE,DARKWING_DUCK::FALSE,SOULLESS_CANNON,BEAST::FALSE	EEYORE:SKILL4_BUFF:FALSE,SOULLESS_GHOUL_N,JACK_SPARROW::FALSE,BUZZ::FALSE,SOULLESS_BUG_N	[boss]MAUI:HP:FALSE,SOULLESS_GLASS_CANNON_N,MEGAVOLT:TANK_COUNTER:FALSE,CALHOUN::FALSE,ROBIN_HOOD,STITCH	SHARD_BUGGY_INVENTION,SHARD_TOY_SOLDIER,SHARD_BATH_TIME	SHARD_BOB,SHARD_GEORGETTES_BOWL,SHARD_REEL_ON_A_ROLL	
28-17	169	4	RED_6	3248	0	PARK_MIDWAY_10	SOULLESS_SKELETON,DUCKY_AND_BUNNY::FALSE,DONALD_DUCK::FALSE,SOULLESS_FROST_MONSTER	BO_PEEP,SOULLESS_GHOUL_N,JESSIE::FALSE,ANIMAL::FALSE,KEVIN_FLYNN:HEAL:FALSE	[boss]JUDY_HOPPS:SUPPORT:FALSE,MEGARA:INVINCIBLE:FALSE,TRON:ENERGY:FALSE,RAPUNZEL:SHIELD_COUNTER:FALSE,TIGGER:ENERGY,SOULLESS_RED_DOT	SHARD_PLUCKED_PELICAN,SHARD_TOY_SOLDIER,SHARD_BATH_TIME	SHARD_TRUST_IN_ME,SHARD_GEORGETTES_BOWL,SHARD_REEL_ON_A_ROLL	
28-18	169	4	RED_6	3248	0	PARK_MIDWAY_13	MAUI::FALSE,SOULLESS_RED_DOT,SOULLESS_BUG_N,DR_FACILIER::FALSE	SALLY:REALITY:FALSE,GONZO::FALSE,SOULLESS_MAGE_N,NICK_WILDE::FALSE,SOULLESS_DINOSAUR	[boss]WINNIE_THE_POOH:HEALING,HADES:DOT:FALSE,GONZO,MISS_PIGGY,JACK_JACK,TIMON_AND_PUMBAA:CONTROL:FALSE	SHARD_BATH_TIME,SHARD_FREEMAN_OF_THE_CITY,SHARD_PLUCKED_PELICAN	SHARD_REEL_ON_A_ROLL,SHARD_MAGIC_MIRROR,SHARD_TRUST_IN_ME	
28-19	170	4	RED_6	3248	1	PARK_MIDWAY_3	CHIEF_BOGO::FALSE,SOULLESS_SPLASH_F,SIMBA_AND_NALA::FALSE,BUZZ::FALSE	SOULLESS_RED_DOT,SULLEY::FALSE,QUORRA:CRIT:FALSE,SOULLESS_GLASS_CANNON_F,RAFIKI::FALSE	[boss]OLAF:FREEZE,GONZO::FALSE,SCROOGE_MCDUCK:DAMAGE_STUN,SOULLESS_CACTUS_N,BEAST::FALSE,EVE::FALSE	SHARD_MOUSE_MUG,SHARD_FREEMAN_OF_THE_CITY,SHARD_PLUCKED_PELICAN	SHARD_LUCKY_CRICKET,SHARD_MAGIC_MIRROR,SHARD_TRUST_IN_ME	
29-1	165	4	RED_7	3248	1	PORT_1	OOGIE_BOOGIE::FALSE,RALPH::FALSE,CALHOUN::FALSE,RAPUNZEL::FALSE	CHIEF_BOGO::FALSE,OOGIE_BOOGIE::FALSE,SULLEY::FALSE,RANDALL_BOGGS:TRUE_DMG,SOULLESS_MAGE_N	[boss]BO_PEEP,JASMINE::FALSE,MOANA:JUMP:FALSE,TIGGER:ENERGY,SOULLESS_RED_DOT,DR_FACILIER:SKILL3_BUFF	SHARD_PUDGE,SHARD_FISH_OUT_OF_WATER,SHARD_BADGE_OF_AGILITY	SWORD_IN_A_STONE,SHARD_REEL_SPEAR_MINT,SHARD_REEL_LOVE_POTION	
29-2	166	4	RED_7	3248	0	PORT_2	HADES::FALSE,JESSIE::FALSE,BUZZ::FALSE,SOULLESS_SWORD_F	SOULLESS_BRUTE,RALPH::FALSE,OLAF::FALSE,MOANA:SHIELD,POWERLINE::FALSE	[boss]WINNIE_THE_POOH:HUNNY,MAUI::FALSE,ROBIN_HOOD:CONTROL,MEGAVOLT,SCROOGE_MCDUCK::FALSE,SOULLESS_TURRET	SHARD_DOGGONE_DEADLINES,SHARD_FISH_OUT_OF_WATER,SHARD_BADGE_OF_AGILITY	SHARD_BOB,SHARD_REEL_SPEAR_MINT,SHARD_REEL_LOVE_POTION	
29-3	166	4	RED_7	3248	0	PORT_3	SHANK::FALSE,CHIEF_BOGO::FALSE,ANGER::FALSE,NICK_WILDE::FALSE	SOULLESS_SKELETON,SOULLESS_GHOUL_N,MEGAVOLT::FALSE,WALL_E::FALSE,DONALD_DUCK:INVINCIBLE:FALSE	[boss]SALLY:REALITY:FALSE,SIMBA_AND_NALA::FALSE,RANDALL_BOGGS:TRUE_DMG:FALSE,SOULLESS_DINOSAUR_F,JACK_SPARROW,ANGER	SHARD_FISH_OUT_OF_WATER,SHARD_ALIEN_INVASION,SHARD_DOGGONE_DEADLINES	SHARD_REEL_LOVE_POTION,SHARD_CUTEING_STAR,SHARD_BOB	
29-4	167	4	RED_7	3248	1	PORT_4	HADES::FALSE,REX::FALSE,MADAM_MIM::FALSE,KRISTOFF_AND_SVEN::FALSE	SHANK::FALSE,WINNIE_THE_POOH::FALSE,OLAF::FALSE,MEGAVOLT:TANK_COUNTER,RAPUNZEL::FALSE	[boss]SOULLESS_SKELETON,SOULLESS_CACTUS_N,JACK_SPARROW:NORMAL_DAMAGE:FALSE,MADAM_MIM:DAMAGE,ANGER,HIRO:STUN	SHARD_WALK_LIKE_AN_ELEPHANT,SHARD_ALIEN_INVASION,SHARD_DOGGONE_DEADLINES	SHARD_EXTRACT_OF_LLAMA,SHARD_CUTEING_STAR,SHARD_BOB	
29-5	167	4	RED_7	3248	0	PORT_5	WINNIE_THE_POOH::FALSE,SOULLESS_SPLASH_F,SOULLESS_ONION,YZMA::FALSE	MAUI::FALSE,SOULLESS_RED_DOT,SIMBA_AND_NALA:SILENCE:FALSE,MOANA::FALSE,HUEY_DEWEY_LOUIE::FALSE	[boss]OOGIE_BOOGIE:POWER,GONZO::FALSE,MEGAVOLT:TANK_COUNTER,MERIDA,SOULLESS_GLASS_CANNON_F,DASH::FALSE	SHARD_MISSION_FORCE_ONE,SHARD_ALIEN_INVASION,SHARD_DOGGONE_DEADLINES	SHARD_HAPPY_MILKSHAKE,SHARD_CUTEING_STAR,SHARD_BOB	
29-6	168	4	RED_7	3248	0	PORT_6	MR_INCREDIBLE::FALSE,SULLEY::FALSE,BUZZ::FALSE,BEAST::FALSE	CHIEF_BOGO::FALSE,MERIDA:ICE:FALSE,TIGGER:ENERGY,YZMA::FALSE,LAUNCHPAD_MCQUACK::FALSE	[boss]FELIX,MEGAVOLT:TANK_COUNTER:FALSE,SOULLESS_RED_DOT,MALEFICENT:DRAIN:FALSE,SYNDROME:STUDY:FALSE,MEGARA	SHARD_DOGGONE_DEADLINES,SHARD_FISH_OUT_OF_WATER,SHARD_MISSION_FORCE_ONE	SHARD_BOB,SHARD_FANTASOUND,SHARD_HAPPY_MILKSHAKE	
29-7	168	4	RED_7	3248	1	PORT_7	HADES::FALSE,DUCKY_AND_BUNNY::FALSE,ELASTIGIRL::FALSE,SOULLESS_DINOSAUR_F	BO_PEEP,FELIX::FALSE,KIDA::FALSE,HIRO::FALSE,FLYNN_RIDER:SKILL2_BUFF:FALSE	[boss]JACK_SKELLINGTON:DOT,OOGIE_BOOGIE:POWER,SALLY:REALITY,RANDALL_BOGGS::FALSE,EMPEROR_ZURG,SOULLESS_SPIDER_SUPPORT	SHARD_TINY_THE_TREX,SHARD_FISH_OUT_OF_WATER,SHARD_MISSION_FORCE_ONE	SHARD_REEL_FAMILY_HEIRLOOM,SHARD_FANTASOUND,SHARD_HAPPY_MILKSHAKE	
29-8	169	4	RED_7	3248	0	PORT_8	SOULLESS_SWORD_N,SOULLESS_BRUTE,DUKE_CABOOM::FALSE,RANDALL_BOGGS::FALSE	FELIX:FREEZE:FALSE,SOULLESS_GHOUL_N,JASMINE::FALSE,DARKWING_DUCK::FALSE,NICK_WILDE::FALSE	[boss]MAUI:HP,HADES::FALSE,ROBIN_HOOD:CONTROL,SIMBA_AND_NALA,SOULLESS_MAGE_F,CAT_BURGLAR	SHARD_THE_PACIFIER,SHARD_FISH_OUT_OF_WATER,SHARD_MISSION_FORCE_ONE	SHARD_ENTHUSIASTIC_DISHWARE,SHARD_FANTASOUND,SHARD_HAPPY_MILKSHAKE	
29-9	169	4	RED_7	3248	0	PORT_9	GONZO::FALSE,SOULLESS_GHOUL_F,VANELLOPE::FALSE,HANK_AND_DORY::FALSE	GOOFY:SHIELD:FALSE,SOULLESS_AUTOTURRET,RANDALL_BOGGS:TRUE_DMG:FALSE,VANELLOPE::FALSE,JUDY_HOPPS::FALSE	[boss]BO_PEEP,RALPH::FALSE,CALHOUN::FALSE,DASH:ENERGY,SCROOGE_MCDUCK:DAMAGE_STUN,KRISTOFF_AND_SVEN:MOST_WANTED	SHARD_MISSION_FORCE_ONE,SHARD_ALIEN_INVASION,SHARD_THE_PACIFIER	SHARD_HAPPY_MILKSHAKE,SHARD_REEL_DISCARDED_TIARA,SHARD_ENTHUSIASTIC_DISHWARE	
29-10	170	4	RED_7	3248	1	PORT_10	HERCULES::FALSE,NICK_WILDE::FALSE,JAFAR::FALSE,TIA_DALMA::FALSE	SOULLESS_SKELETON,SALLY::FALSE,EVE::FALSE,POWERLINE::FALSE,WALL_E:DISABLES:FALSE	[boss]EEYORE,SCAR:SPEED:FALSE,EMPEROR_ZURG,ANIMAL:SHIELD:FALSE,HIRO:SUMMON:FALSE,URSULA	SHARD_PUDGE,SHARD_ALIEN_INVASION,SHARD_THE_PACIFIER	SHARD_REEL_STABLE_WALKING_CANE,SHARD_REEL_DISCARDED_TIARA,SHARD_ENTHUSIASTIC_DISHWARE	
29-11	171	4	RED_7	3248	0	PORT_11	MAUI::FALSE,STITCH::FALSE,SOULLESS_GLASS_CANNON_N,RAFIKI::FALSE	FELIX,JESSIE:JUMP_EARLY:FALSE,SOULLESS_BUG_F,EMPEROR_ZURG:TANK_COUNTER,SOULLESS_ONION	[boss]OOGIE_BOOGIE:POWER,WINNIE_THE_POOH:HUNNY:FALSE,GONZO,JACK_SKELLINGTON,ROBIN_HOOD,CAPTAIN_HOOK:SAP:FALSE	SHARD_WATCH_FOR_SPIT,SHARD_ALIEN_INVASION,SHARD_THE_PACIFIER	SHARD_BULLIES_ARE_GROSS,SHARD_REEL_DISCARDED_TIARA,SHARD_ENTHUSIASTIC_DISHWARE	
29-12	171	4	RED_7	3248	0	PORT_12	FELIX::FALSE,SCROOGE_MCDUCK::FALSE,MADAM_MIM::FALSE,TIA_DALMA::FALSE	HADES:DOT:FALSE,SOULLESS_TURRET,JACK_SPARROW:NORMAL_DAMAGE:FALSE,BUZZ::FALSE,GENIE::FALSE	[boss]SALLY:REALITY,HADES:DOT,ANGER:DAMAGE_ROLE:FALSE,YAX:SLOW,SOULLESS_RED_DOT,OOGIE_BOOGIE:POWER	SHARD_THE_PACIFIER,SHARD_FISH_OUT_OF_WATER,SHARD_WATCH_FOR_SPIT	SHARD_ENTHUSIASTIC_DISHWARE,SHARD_BECAUSE_WE_CARE,SHARD_BULLIES_ARE_GROSS	
29-13	172	4	RED_7	3248	1	PORT_13	HADES::FALSE,RALPH::FALSE,SOULLESS_TURRET,TRON::FALSE	SOULLESS_BRUTE,KIDA:SKILL1_BUFF:FALSE,SCROOGE_MCDUCK::FALSE,STITCH:BITE,MISS_PIGGY::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD:FALSE,DASH::FALSE,MADAM_MIM:DAMAGE,MISS_PIGGY,FLYNN_RIDER:SKILL2_BUFF,SOULLESS_SPIDER_DPS	SHARD_BUSTER,SHARD_FISH_OUT_OF_WATER,SHARD_WATCH_FOR_SPIT	REEL_CONSPICUOUS_APPLE,SHARD_BECAUSE_WE_CARE,SHARD_BULLIES_ARE_GROSS	
29-14	172	4	RED_7	3248	0	PORT_14	CHIEF_BOGO::FALSE,MR_INCREDIBLE::FALSE,ELASTIGIRL::FALSE,TIMON_AND_PUMBAA::FALSE	EEYORE::FALSE,FELIX:FREEZE,SHANK::FALSE,SIMBA_AND_NALA:SILENCE,SOULLESS_SWORD_N	[boss]SALLY:REALITY,CAPTAIN_HOOK:SAP,BAYMAX:FREEZE,ELSA:FREEZE,OLAF:FREEZE,RAPUNZEL:SHIELD_COUNTER	SHARD_SQUISHY,SHARD_FISH_OUT_OF_WATER,SHARD_WATCH_FOR_SPIT	SHARD_A_VERY_PINE_HAT,SHARD_BECAUSE_WE_CARE,SHARD_BULLIES_ARE_GROSS	
29-15	173	4	RED_7	3248	0	PORT_15	OLAF::FALSE,SOULLESS_SPLASH_N,SCAR::FALSE,MAGICA_DE_SPELL::FALSE	OOGIE_BOOGIE:SCARE:FALSE,MADAM_MIM::FALSE,QUORRA:CRIT:FALSE,NICK_WILDE::FALSE,TRON::FALSE	[boss]HADES:TANK,EEYORE:SKILL4_BUFF:FALSE,GERALD_MARLIN_NEMO,ROBIN_HOOD,JACK_SKELLINGTON,LAUNCHPAD_MCQUACK:CONTROL:FALSE	SHARD_WATCH_FOR_SPIT,SHARD_ALIEN_INVASION,SHARD_SQUISHY	SHARD_BULLIES_ARE_GROSS,SHARD_SPILT_MILK,SHARD_A_VERY_PINE_HAT	
29-16	173	4	RED_7	3248	1	PORT_5	BAYMAX::FALSE,SOULLESS_SWORD_F,ALADDIN::FALSE,SOULLESS_MAGE_F	HERCULES::FALSE,HADES::FALSE,SOULLESS_RED_DOT,ELASTIGIRL::FALSE,SYNDROME::FALSE	[boss]TRON:ENERGY,HUEY_DEWEY_LOUIE:BEAR_TRAP,LAUNCHPAD_MCQUACK:CONTROL,HANK_AND_DORY:DISABLE:FALSE,POWERLINE:BLIND,KRISTOFF_AND_SVEN:HEAL:FALSE	SHARD_TINY_THE_TREX,SHARD_ALIEN_INVASION,SHARD_SQUISHY	SHARD_EXTRACT_OF_LLAMA,SHARD_SPILT_MILK,SHARD_A_VERY_PINE_HAT	
29-17	174	4	RED_7	3248	0	PORT_1	GONZO::FALSE,OOGIE_BOOGIE::FALSE,SOULLESS_AUTOTURRET,LAUNCHPAD_MCQUACK::FALSE	BAYMAX::FALSE,ROBIN_HOOD:CONTROL:FALSE,MEGAVOLT:TANK_COUNTER,ANIMAL::FALSE,SOULLESS_SWORD_F	[boss]SALLY,MISS_PIGGY::FALSE,SCAR:INVIS:FALSE,MEGAVOLT:CONTROL_COUNTER,SOULLESS_DINOSAUR_F,HIRO:STUN	SHARD_RING_OF_FIRE,SHARD_ALIEN_INVASION,SHARD_SQUISHY	SHARD_ILL_WISHING_WELL,SHARD_SPILT_MILK,SHARD_A_VERY_PINE_HAT	
29-18	174	4	RED_7	3248	0	PORT_6	SOULLESS_SWORD_N,CALHOUN::FALSE,HECTOR_BARBOSSA::FALSE,DARKWING_DUCK::FALSE	SULLEY:TEAM_HEAL:FALSE,REX::FALSE,KIDA::FALSE,TIGGER::FALSE,SOULLESS_AUTOTURRET	[boss]TIGGER:ENERGY,GERALD_MARLIN_NEMO:ARMOR,KIDA:ENERGY,KEVIN_FLYNN:HEAL,COLETTE:SKILL1_BUFF,LINGUINI_AND_REMY:HARDY	SHARD_SQUISHY,SHARD_FISH_OUT_OF_WATER,SHARD_RING_OF_FIRE	SHARD_A_VERY_PINE_HAT,SHARD_BREAKFAST_PORRIDGE,SHARD_ILL_WISHING_WELL	
29-19	175	4	RED_7	3248	1	PORT_7	RALPH::FALSE,SOULLESS_SWORD_N,ROBIN_HOOD::FALSE,ANGER::FALSE	FELIX::FALSE,DASH::FALSE,JESSIE::FALSE,SOULLESS_CANNON,MALEFICENT:DRAIN:FALSE	[boss]WINNIE_THE_POOH:HEALING,SHANK::FALSE,SIMBA_AND_NALA:SILENCE,TIGGER:KNOCKBACK,BUZZ::FALSE,SOULLESS_RED_DOT	SHARD_WALK_LIKE_AN_ELEPHANT,SHARD_FISH_OUT_OF_WATER,SHARD_RING_OF_FIRE	SHARD_LOVE_BUG,SHARD_BREAKFAST_PORRIDGE,SHARD_ILL_WISHING_WELL	
30-1	170	4	RED_8	3248	1	MULANS_CHINA_1	REX::FALSE,SOULLESS_SPLASH_N,GIZMODUCK::FALSE,RAPUNZEL::FALSE	FELIX:ANGER:FALSE,SOULLESS_GLASS_CANNON_N,MADAM_MIM,SHAN_YU::FALSE,JASMINE::FALSE	[boss]MR_INCREDIBLE:ARMOR_SHREAD:FALSE,KIDA::FALSE,RANDALL_BOGGS:DODGE:FALSE,SOULLESS_GLASS_CANNON_F,MULAN,ANGER	SHARD_IMAGINARY_CHEF,SHARD_BEANSTALK,SHARD_THINGS_FALL_APART	SHARD_DIMENSIONAL_SCISSORS,SHARD_TIGHT_SQUEEZE,SHARD_GEORGETTES_BOWL	
30-2	171	4	RED_8	3248	0	MULANS_CHINA_2	GONZO::FALSE,SOULLESS_SKELETON,JESSIE::FALSE,STITCH::FALSE	MR_INCREDIBLE:WEAK_ALLIES:FALSE,SIMBA_AND_NALA::FALSE,JACK_SKELLINGTON:DUCK:FALSE,SCAR::FALSE,RAFIKI::FALSE	[boss]GERALD_MARLIN_NEMO:ARMOR,HADES::FALSE,SHAN_YU:SHIELD,BEAST,ROBIN_HOOD::FALSE,SOULLESS_BUG_F	SHARD_WEATHER_THE_STORM,SHARD_BEANSTALK,SHARD_THINGS_FALL_APART	SHARD_UNICORN_DREAMS,SHARD_TIGHT_SQUEEZE,SHARD_GEORGETTES_BOWL	
30-3	171	4	RED_8	3248	0	MULANS_CHINA_3	SOULLESS_SWORD_F,SHAN_YU::FALSE,VANELLOPE::FALSE,GENIE::FALSE	SHANK:ARMOR:FALSE,REX::FALSE,NICK_WILDE::FALSE,EVE::FALSE,SOULLESS_BUG_F	[boss]HADES:DOT,OOGIE_BOOGIE::FALSE,MULAN:KNOCKBACK,STITCH,SOULLESS_DINOSAUR,SCAR::FALSE	SHARD_BEANSTALK,SHARD_DUCKCYCLE,SHARD_WEATHER_THE_STORM	SHARD_GEORGETTES_BOWL,SHARD_BECAUSE_WE_CARE,SHARD_UNICORN_DREAMS	
30-4	172	4	RED_8	3248	1	MULANS_CHINA_4	SOULLESS_BRUTE,SOULLESS_MAGE_F,SHAN_YU::FALSE,FLYNN_RIDER::FALSE	OLAF,JACK_SKELLINGTON:DOT:FALSE,SOULLESS_MAGE_N,ANGER:DAMAGE_ROLE,SCROOGE_MCDUCK::FALSE	[boss]HADES:TANK:FALSE,VANELLOPE::FALSE,JACK_SKELLINGTON:DUCK,HECTOR_BARBOSSA,WALL_E:DISABLES,HUEY_DEWEY_LOUIE::FALSE	SHARD_WHAT_A_VIEW,SHARD_DUCKCYCLE,SHARD_WEATHER_THE_STORM	SHARD_REEL_TRICK_OR_TREAT,SHARD_BECAUSE_WE_CARE,SHARD_UNICORN_DREAMS	
30-5	172	4	RED_8	3248	0	MULANS_CHINA_5	SULLEY::FALSE,SOULLESS_SPLASH_N,ANGER::FALSE,TIA_DALMA::FALSE	MR_INCREDIBLE::FALSE,SIMBA_AND_NALA:ARMOR:FALSE,MERIDA:FIRE,DR_FACILIER::FALSE,URSULA::FALSE	[boss]MR_INCREDIBLE,SCAR:SPEED:FALSE,BEAST,TRON:ENERGY:FALSE,WALL_E:DISABLES:FALSE,MERLIN	SHARD_DAYDREAM_HUNTER,SHARD_DUCKCYCLE,SHARD_WEATHER_THE_STORM	SHARD_BOB,SHARD_BECAUSE_WE_CARE,SHARD_UNICORN_DREAMS	
30-6	173	4	RED_8	3248	0	MULANS_CHINA_6	MR_INCREDIBLE::FALSE,SOULLESS_SPLASH_F,ANGER::FALSE,LAUNCHPAD_MCQUACK::FALSE	EEYORE::FALSE,BUZZ:SHIELD_ALLY:FALSE,MEGAVOLT:TANK_COUNTER,RAFIKI::FALSE,URSULA::FALSE	[boss]OOGIE_BOOGIE:SCARE,JESSIE::FALSE,KIDA:SKILL1_BUFF:FALSE,SIMBA_AND_NALA:SILENCE,DARKWING_DUCK,GENIE::FALSE	SHARD_WEATHER_THE_STORM,SHARD_BEANSTALK,SHARD_DAYDREAM_HUNTER	SHARD_UNICORN_DREAMS,SHARD_NOPE,SHARD_BOB	
30-7	173	4	RED_8	3248	1	MULANS_CHINA_7	SOULLESS_SWORD_F,JACK_SKELLINGTON::FALSE,DUCKY_AND_BUNNY::FALSE,SOULLESS_SPLASH_N	BAYMAX:FREEZE:FALSE,MERIDA::FALSE,JACK_SKELLINGTON:DUCK:FALSE,SOULLESS_GLASS_CANNON_F,KRISTOFF_AND_SVEN::FALSE	[boss]MAUI:HP,REX::FALSE,MEGAVOLT:TANK_COUNTER,MADAM_MIM,VANELLOPE::FALSE,SOULLESS_TURRET	SHARD_CHEESY_HIDEOUT,SHARD_BEANSTALK,SHARD_DAYDREAM_HUNTER	SHARD_ROMANTIC_BOAT_RIDE,SHARD_NOPE,SHARD_BOB	
30-8	174	4	RED_8	3248	0	MULANS_CHINA_8	REX::FALSE,CAT_BURGLAR,MICKEY_MOUSE::FALSE,SOULLESS_FROST_MONSTER	SHANK:ARMOR:FALSE,DARKWING_DUCK::FALSE,JACK_JACK,SCROOGE_MCDUCK::FALSE,HECTOR_BARBOSSA::FALSE	[boss]HANK_AND_DORY:DISABLE:FALSE,RANDALL_BOGGS:TRUE_DMG,SCAR:INVIS,MERLIN:INVISIBLE,ANIMAL:SHIELD,DARKWING_DUCK:SHIELD	SHARD_LITTLE_HELPER,SHARD_BEANSTALK,SHARD_DAYDREAM_HUNTER	SHARD_SEADUCK,SHARD_NOPE,SHARD_BOB	
30-9	174	4	RED_8	3248	0	MULANS_CHINA_9	SULLEY::FALSE,SOULLESS_BUG_F,SOULLESS_SPLASH_N,TIMON_AND_PUMBAA::FALSE	SALLY:POISON:FALSE,EEYORE::FALSE,DUKE_CABOOM::FALSE,KIDA::FALSE,DARKWING_DUCK::FALSE	[boss]GOOFY:SHIELD:FALSE,SOULLESS_SPLASH_N,SCROOGE_MCDUCK:DAMAGE_STUN,ELSA,SYNDROME:SLOW,JUDY_HOPPS::FALSE	SHARD_DAYDREAM_HUNTER,SHARD_DUCKCYCLE,SHARD_LITTLE_HELPER	SHARD_BOB,SHARD_MOUSERCIZE,SHARD_SEADUCK	
30-10	175	4	RED_8	3248	1	MULANS_CHINA_10	BO_PEEP::FALSE,ALADDIN::FALSE,SCROOGE_MCDUCK::FALSE,SOULLESS_BUG_N	SALLY::FALSE,KIDA:ENERGY:FALSE,SCROOGE_MCDUCK:PULL_STUN,LAUNCHPAD_MCQUACK::FALSE,FLYNN_RIDER::FALSE	[boss]GERALD_MARLIN_NEMO:INVINCIBLE,MR_INCREDIBLE:ARMOR_SHREAD:FALSE,MAUI,ROBIN_HOOD,TIGGER,HANK_AND_DORY:DISABLE:FALSE	SHARD_IMAGINARY_CHEF,SHARD_DUCKCYCLE,SHARD_LITTLE_HELPER	SHARD_BLANK_CHECK,SHARD_MOUSERCIZE,SHARD_SEADUCK	
30-11	176	4	RED_8	3248	0	MULANS_CHINA_1	SOULLESS_SWORD_F,SALLY::FALSE,SOULLESS_CACTUS_F,BEAST::FALSE	CHIEF_BOGO::FALSE,CALHOUN:SHIELDS:FALSE,SCAR:SPEED,LI_SHANG::FALSE,HUEY_DEWEY_LOUIE::FALSE	[boss]GOOFY:SHIELD:FALSE,ANGER::FALSE,TIGGER:KNOCKBACK:FALSE,SCAR::FALSE,BEAST,SCROOGE_MCDUCK	SHARD_WATER_MUSIC,SHARD_DUCKCYCLE,SHARD_LITTLE_HELPER	SHARD_ENTHUSIASTIC_DISHWARE,SHARD_MOUSERCIZE,SHARD_SEADUCK	
30-12	176	4	RED_8	3248	0	MULANS_CHINA_2	SOULLESS_SWORD_N,ANGER::FALSE,VANELLOPE::FALSE,HUEY_DEWEY_LOUIE::FALSE	GOOFY:BLIND:FALSE,SOULLESS_SKELETON,EMPEROR_ZURG::FALSE,SOULLESS_TURRET,MEGAVOLT::FALSE	[boss]EEYORE:DISABLE_STUN:FALSE,DASH::FALSE,MADAM_MIM:DAMAGE:FALSE,VANELLOPE::FALSE,ROBIN_HOOD,BEAST	SHARD_LITTLE_HELPER,SHARD_BEANSTALK,SHARD_WATER_MUSIC	SHARD_SEADUCK,SHARD_REEL_SHEPHERDS_JOURNAL,SHARD_ENTHUSIASTIC_DISHWARE	
30-13	177	4	RED_8	3248	1	MULANS_CHINA_3	EEYORE::FALSE,SALLY::FALSE,JACK_SPARROW::FALSE,TRON::FALSE	SOULLESS_SWORD_N,GONZO::FALSE,STITCH:BITE:FALSE,SOULLESS_AUTOTURRET,SOULLESS_MAGE_F	[boss]EEYORE:SKILL4_BUFF,BAYMAX:FREEZE:FALSE,ELASTIGIRL:BACKLINE,LI_SHANG:BLIND,LINGUINI_AND_REMY:SUPPORT,JUDY_HOPPS:SUPPORT	SHARD_STORYBOOK,SHARD_BEANSTALK,SHARD_WATER_MUSIC	SHARD_LOST_AND_FOUND,SHARD_REEL_SHEPHERDS_JOURNAL,SHARD_ENTHUSIASTIC_DISHWARE	
