	CATEGORY	RARITY	REQUIRED_LEVEL	CONTENT_UPDATE	VEND_VALUE	GOLD_PRICE	DIAMOND_PRICE	TOKEN_PRICE	ENCHANT_POINTS	EXP_GIVEN	HP_MAX	BASIC_DAMAGE	SKILL_POWER	HP_REGEN	ENERGY_REGEN	ARMOR	REALITY	ARMOR_NEGATION	REALITY_NEGATION	NORMAL_CRIT	FANTASTIC_CRIT	TENACITY	CONSERVATION	IMPROVED_HEALING	EVASION	CRIT_DAMAGE	POWER
HOPPERS_FROG_LEGS	GEAR	RED	159	R21	402,456	1,341,520	16,769	33,538	1150		16000						4500						0	0			1540
SMELL_THE_CORK	GEAR	RED	158	R21	426,456	1,421,520	17,769	35,538	1225		16000					4500							0	0			1540
BEARS_NATURAL_HABITAT	GEAR	RED	158	R21	438,360	1,461,200	18,265	36,530	1275					16200			2200						0	0			602
TEETH_TOUR_79	GEAR	ORANGE	155	R21	44,352	147,840	1,848	3,696	125		15500								185				0	0			1200.71
MARK_OF_THE_GUARD	GEAR	ORANGE	155	R21	44,352	147,840	1,848	3,696	125		15000										11		0	0.15			1238.79
THE_HYPERION	GEAR	ORANGE	155	R21	44,352	147,840	1,848	3,696	125		13500												0.1	0			1701.43
BINGO_IS_HIS_NAMEO	GEAR	ORANGE	155	R21	44,352	147,840	1,848	3,696	125		18500											10	0	0			1320.71
ROLLY_POLLY	GEAR	RED	160	R22	35,472	118,240	1,478	2,956	100		21000												0	0			840
SPRIG_TIME	GEAR	RED	160	R22	35,472	118,240	1,478	2,956	100							2500	2500						0	0			1000
CALAMITY_BOX	GEAR	RED	160	R22	70,968	236,560	2,957	5,914	200		26000					6500	6500						0	0			3640
OWL_STAFF	GEAR	ORANGE	160	R22	281,592	938,640	11,733	23,466	800		33333	1250	1750				8800						0	0			4368.32
OWL_LADY	GEAR	ORANGE	161	R22	255,600	852,000	10,650	21,300	725		31250					7500							0	0		3	2997.8
ITTY_BIDDY	GEAR	ORANGE	162	R22	252,144	840,480	10,506	21,012	725				3000							15			0	0			1312.99
HAY_BAILER_ACCIDENT	GEAR	ORANGE	163	R22	280,344	934,480	11,681	23,362	800		29500	565					6900						0	0			2899
TRES_SOMBREROS	GEAR	ORANGE	164	R22	298,752	995,840	12,448	24,896	850			421	1100							10	10		0	0			1408.59
GODDESS_OF_ADVENTURE	GEAR	ORANGE	165	R22	288,456	961,520	12,019	24,038	825		22000	380	650										0	0			1303
MOONSTONE_THORN	GEAR	ORANGE	162	R22	273,720	912,400	11,405	22,810	775				606	13500									0	0			316.8
HI_IM_NORM	GEAR	RED	161	R22	395,424	1,318,080	16,476	32,952	1150		36200		1776	15555		5200	5200			11			0	0			4629.34
FLOATING_BABY_HEAD	GEAR	RED	162	R22	420,144	1,400,480	17,506	35,012	1225		34101	889				2200	3400						0	0			3017.44
FAIRY_FENCERS	GEAR	RED	162	R22	409,680	1,365,600	17,070	34,140	1175		34504	689											0	0			1793.56
TREEHOUSE	GEAR	RED	164	R22	444,912	1,483,040	18,538	37,076	1275		34504		1056										0	0			1696.96
TREASURE_PARROT	GEAR	RED	163	R22	441,408	1,471,360	18,392	36,784	1275		24500	450		12333									0	0			1373.33
SAILOR_STRIPES	GEAR	RED	163	R22	434,184	1,447,280	18,091	36,182	1250		16000									8			0	0			1052.99
NAUTILUS	GEAR	ORANGE	160	R22	44,352	147,840	1,848	3,696	125		35000												0	0			1400
GIANT_SQUID_ATTACK	GEAR	ORANGE	160	R22	44,352	147,840	1,848	3,696	125			1200											0	0			720
LEPRECHAUN_KING	GEAR	ORANGE	160	R22	44,352	147,840	1,848	3,696	125				1600										0	0			480
TIME_OF_LEARNING	GEAR	ORANGE	160	R22	44,352	147,840	1,848	3,696	125		33000												0	0	10		1732.99
FREEMAN_OF_THE_CITY	GEAR	RED	165	R23	35,472	118,240	1,478	2,956	100		24057.5												0	0			962.3
TOY_SOLDIER	GEAR	RED	165	R23	35,472	118,240	1,478	2,956	100											5			0	0			489.52
THAT_DARN_CAT	GEAR	RED	165	R23	70,968	236,560	2,957	5,914	200		25910									6			0	0			1525.92
CAR_FLOATY	GEAR	ORANGE	170	R23	273,720	912,400	11,405	22,810	775		35722.5	1997.5	3380			5500							0	0			4741.4
MILLION_DOLLAR_DUCK	GEAR	ORANGE	168	R23	273,720	912,400	11,405	22,810	775			2022.5	4112.5				5750						0	0			3597.25
STAINED_GLASS_ROSE	GEAR	ORANGE	165	R23	273,720	912,400	11,405	22,810	775								8000						0	0			1600
PAPER_CUTOUT	GEAR	ORANGE	169	R23	296,736	989,120	12,364	24,728	850							7250							0	0			1450
WILDERNESS_EXPLORER_HANDBOOK	GEAR	ORANGE	167	R23	315,528	1,051,760	13,147	26,294	900		22500	1125		9000									0	0			1665
WILDERNESS_EXPLORER_LOGO	GEAR	ORANGE	167	R23	273,720	912,400	11,405	22,810	775		14162.5												0	0.05			974.44
BE_MY_PAL	GEAR	ORANGE	166	R23	281,952	939,840	11,748	23,496	800				1137.5	10500			5555						0	0			1557.25
BIG_DONUT	GEAR	RED	167	R23	547,200	1,824,000	22,800	45,600	1575		33887.5	1747.5	2997.5			5332.5	4727.5			8			0	0			5804.77
BADGE_OF_SURPRISE	GEAR	RED	166	R23	544,920	1,816,400	22,705	45,410	1575		47220					9000							0	0			3688.8
TACO_CAT	GEAR	RED	166	R23	551,328	1,837,760	22,972	45,944	1600		33855	757.5					6250				11		0	0			3548.22
PURPLE_PEACOCKS	GEAR	RED	168	R23	573,576	1,911,920	23,899	47,798	1650		22500			8332.5		4000							0	0			1783.33
PIANO_KITTIES	GEAR	RED	169	R23	555,504	1,851,680	23,146	46,292	1600		17500		1800										0	0			1240
SUNKEN_CITY	GEAR	RED	168	R23	550,536	1,835,120	22,939	45,878	1600		10000	555				1012.5							0	0			935.5
BOOKS_GALORE	GEAR	ORANGE	165	R23	44,352	147,840	1,848	3,696	125		8750							10					0	0			1165.87
POTION_PROTECTION	GEAR	ORANGE	165	R23	44,352	147,840	1,848	3,696	125		8750								10				0	0			1165.87
MOUSE_MUG	GEAR	ORANGE	165	R23	44,352	147,840	1,848	3,696	125		7500											10	0	0			1115.87
BUGGY_INVENTION	GEAR	ORANGE	165	R23	44,352	147,840	1,848	3,696	125				1715								10		0	0			1004.02
FISH_OUT_OF_WATER	GEAR	RED	170	R24	35,472	118,240	1,478	2,956	100			1250											0	0			750
ALIEN_INVASION	GEAR	RED	170	R24	35,472	118,240	1,478	2,956	100		22522.5												0	0			900.9
INSTANT_MAKEOVER	GEAR	RED	170	R24	70,968	236,560	2,957	5,914	200		25002.5	1375											0	0			1825.1
EVENING_STROLL	GEAR	ORANGE	171	R24	327,960	1,093,200	13,665	27,330	950		50002.5	1907.5	2757.5					15		10			0	0			5519.14
DEPARTURE_DENIED	GEAR	ORANGE	172	R24	328,104	1,093,680	13,671	27,342	950			1890	2557.5				7000						0	0			3301.25
SUMMER_DESTINATION	GEAR	ORANGE	173	R24	289,368	964,560	12,057	24,114	825		47407.5		2640										0	0	10		3268.54
PIP	GEAR	ORANGE	170	R24	351,336	1,171,120	14,639	29,278	1000		40882.5		2380										0	0.1			2832.83
ALIEN_SAUCER	GEAR	ORANGE	172	R24	337,512	1,125,040	14,063	28,126	975		38090	830										9	0	0			2988.66
VOLCANOES	GEAR	ORANGE	174	R24	297,288	990,960	12,387	24,774	850		33065	1057.5				3130							0	0			2583.1
SEA_URCHIN	GEAR	ORANGE	171	R24	350,568	1,168,560	14,607	29,214	1000				1130	2130						6			0	0			940.54
WEEBO	GEAR	RED	172	R24	628,368	2,094,560	26,182	52,364	1825		47505	2062.5	3312.5										0	0		10	4711.69
UNLIKELY_PALS	GEAR	RED	175	R24	630,840	2,102,800	26,285	52,570	1825		55555	2500		8888									0	0			3811.08
WINTER_DEPARTMENT	GEAR	RED	174	R24	608,880	2,029,600	25,370	50,740	1775			1880	2415						10				0	0			2819.56
BIGFOOT	GEAR	RED	172	R24	634,512	2,115,040	26,438	52,876	1850							4000	5525						0	0			1905
CLOCK_TOWER	GEAR	RED	173	R24	664,680	2,215,600	27,695	55,390	1925		25500		1550				2750						0	0			2035
NOTRE_DAME_GARGOYLES	GEAR	RED	173	R24	614,184	2,047,280	25,591	51,182	1775					9907.5		3625				8			0	0			1404.31
WALK_LIKE_AN_ELEPHANT	GEAR	ORANGE	170	R24	44,352	147,840	1,848	3,696	125			1500										10	0	0			1867.06
PUDGE	GEAR	ORANGE	170	R24	44,352	147,840	1,848	3,696	125			1625											0	0.15			1458.53
BUSTER	GEAR	ORANGE	170	R24	44,352	147,840	1,848	3,696	125			1625											0	0	10		1555.24
TINY_THE_TREX	GEAR	ORANGE	170	R24	44,352	147,840	1,848	3,696	125			1375											0	0		10	1405.24
BEANSTALK	GEAR	RED	175	R25	35,472	118,240	1,478	2,956	100		28762.5		1255										0	0			1527
DUCKCYCLE	GEAR	RED	175	R25	35,472	118,240	1,478	2,956	100			1125		30000									0	0			975
PUA	GEAR	RED	175	R25	70,968	236,560	2,957	5,914	200		35500	1405	2380	30000									0	0			3277
KAKAMORA	GEAR	ORANGE	178	R25	361,464	1,204,880	15,061	30,122	1050			2750	3250					5					0	0			3771.26
TELEPHONE	GEAR	ORANGE	176	R25	358,464	1,194,880	14,936	29,872	1025			2400	3625										0	0		5	3215.26
TITLE_TRADING	GEAR	ORANGE	177	R25	340,776	1,135,920	14,199	28,398	975		33000		2650										0	0.1			2688.13
FREE_RIDE	GEAR	ORANGE	179	R25	339,192	1,130,640	14,133	28,266	975				2300			6752.5							0	0			2040.5
KING_OWL	GEAR	ORANGE	176	R25	368,400	1,228,000	15,350	30,700	1050		30500	1980					8000						0	0			4008
TOUGH_CHOICE	GEAR	ORANGE	177	R25	363,216	1,210,720	15,134	30,268	1050		26250			20020									0	0			1250.2
PERRY	GEAR	ORANGE	179	R25	362,304	1,207,680	15,096	30,192	1050		21300	800	1412.5										0	0			1755.75
EVIL_KERMIT	GEAR	RED	172	R25	647,472	2,158,240	26,978	53,956	1875		39015	2300	3800			6512.5	7262.5						0	0			6835.6
TEA_TIME	GEAR	RED	175	R25	702,000	2,340,000	29,250	58,500	2025		33000		2800				6750						0	0	5		4197.76
KEEP_QUIET	GEAR	RED	174	R25	600,912	2,003,040	25,038	50,076	1750				3875						5		10		0	0			2996.51
BAD_HAIR_DAY	GEAR	RED	172	R25	623,280	2,077,600	25,970	51,940	1800							7500	7500						0	0			3000
THE_BETTYS	GEAR	RED	173	R25	666,576	2,221,920	27,774	55,548	1925			1325				4662.5							0	0			1727.5
CONSCIENCE	GEAR	RED	173	R25	718,872	2,396,240	29,953	59,906	2075		21512.5			17250		2020							0	0			1437
STORYBOOK	GEAR	RED	175	R25	44,352	147,840	1,848	3,696	125		30000	1500								10			0	0			2787.76
WHAT_A_VIEW	GEAR	RED	175	R25	44,352	147,840	1,848	3,696	125		30000	1875											0	0			2325
IMAGINARY_CHEF	GEAR	RED	175	R25	44,352	147,840	1,848	3,696	125				2020			3750	3750						0	0			2106
CHEESY_HIDEOUT	GEAR	RED	175	R25	44,352	147,840	1,848	3,696	125		30000								5				0	0			2346.26
OWL_CREST	GEAR	RED	180	R26	35,472	118,240	1,478	2,956	100		41665												0	0			1666.6
MARIGOLD_PETAL	GEAR	RED	180	R26	35,472	118,240	1,478	2,956	100								9000						0	0			1800
RIVERBEND	GEAR	RED	180	R26	70,968	236,560	2,957	5,914	200		49690						10500						0	0			4087.6
KREBBS	GEAR	ORANGE	181	R26	322,344	1,074,480	13,431	26,862	925		60000		7000							2			0	0			4826.08
JOANNAS_EGG	GEAR	ORANGE	183	R26	323,952	1,079,840	13,498	26,996	925		50837.5	2625											0	0			3608.5
FISH_SCHOOL	GEAR	ORANGE	182	R26	335,016	1,116,720	13,959	27,918	975		58137.5	1887.5	4880										0	0		10	5737.2
ARCHIMEDES	GEAR	ORANGE	185	R26	342,624	1,142,080	14,276	28,552	975							12497.5			10				0	0			3858.17
MIM_COTTAGE	GEAR	ORANGE	184	R26	349,056	1,163,520	14,544	29,088	1000								16387.5						0	0.1			3956.83
HIGHER_FOR_HIRE	GEAR	ORANGE	184	R26	337,080	1,123,600	14,045	28,090	975		42512.5		3907.5	13250						10			0	0			3820.45
WILDCAT_HOUSEBOAT	GEAR	ORANGE	182	R26	335,016	1,116,720	13,959	27,918	975		22512.5			38250									0	0			1283
SCAREDY_ELEPHANT	GEAR	RED	182	R26	701,304	2,337,680	29,221	58,442	2025		55555					14050							0	0	13		5847.4
QUITE_A_JUNGLE	GEAR	RED	185	R26	704,664	2,348,880	29,361	58,722	2050		50000					10500	10502.5						0	0		8	7015.7
MONKEY_SEE	GEAR	RED	184	R26	719,304	2,397,680	29,971	59,942	2075		49000		3412.5									5	0	0			4342.42
FAIR_FOLK	GEAR	RED	182	R26	704,400	2,348,000	29,350	58,700	2050		40000		4606				11250						0	0			5231.8
GURGI	GEAR	RED	183	R26	752,040	2,506,800	31,335	62,670	2175		40000					11250							0	0			3850
PET_COLLECTOR	GEAR	RED	183	R26	698,232	2,327,440	29,093	58,186	2025					40500			5500						0	0			1505
PREHISTORIC_RODENTS	GEAR	RED	180	R26	44,352	147,840	1,848	3,696	125		38750								10				0	0			2908.67
CAVE_DRAWING	GEAR	RED	180	R26	44,352	147,840	1,848	3,696	125		37500										11		0	0.05			2994.53
SCREENSLAVER	GEAR	RED	180	R26	44,352	147,840	1,848	3,696	125		33750												0.1	0			4067.33
COFFEE_VOID	GEAR	RED	180	R26	44,352	147,840	1,848	3,696	125		46250											10	0	0			3208.67
I_WIN	GEAR	RED	185	R27	35,472	118,240	1,478	2,956	100		52500												0	0			2100
GOOFBALL_ISLAND	GEAR	RED	185	R27	35,472	118,240	1,478	2,956	100							6250	6250						0	0			2500
HOCKEY_ISLAND	GEAR	RED	185	R27	70,968	236,560	2,957	5,914	200		65000					16250	16250						0	0			9100
FRIENDSHIP_ISLAND	GEAR	ORANGE	187	R27	370,296	1,234,320	15,429	30,858	1075		83332.5	3125	4375				22000						0	0			10920.8
HONESTY_ISLAND	GEAR	ORANGE	189	R27	344,304	1,147,680	14,346	28,692	1000		78125					18750							0	0		7	7841.26
FAMILY_ISLAND	GEAR	ORANGE	186	R27	340,848	1,136,160	14,202	28,404	975				7500							2			0	0			2636.5
IMAGINARY_BOYFRIEND	GEAR	ORANGE	189	R27	369,048	1,230,160	15,377	30,754	1075		73750	1412.5					17250						0	0			7247.5
MULTICOLORED_DRESS	GEAR	ORANGE	188	R27	387,456	1,291,520	16,144	32,288	1125			1052.5	2750							3	7		0	0			3002.52
EYE_OF_FATES	GEAR	ORANGE	187	R27	377,160	1,257,200	15,715	31,430	1100		55000	950	1625										0	0			3257.5
BEADS_OF_JADE	GEAR	ORANGE	188	R27	362,424	1,208,080	15,101	30,202	1050				1515	33750									0	0			792
PEEPHOLE	GEAR	RED	186	R27	664,320	2,214,400	27,680	55,360	1925		90500		4440	38887.5		13000	13000			2			0	0			10927.38
THE_CLAW	GEAR	RED	187	R27	678,048	2,260,160	28,252	56,504	1975		85252.5	2222.5				5500	8500						0	0			7543.6
WHEEZY	GEAR	RED	188	R27	638,712	2,129,040	26,613	53,226	1850		86260	1722.5											0	0			4483.9
RING_OF_STONES	GEAR	RED	187	R27	656,184	2,187,280	27,341	54,682	1900		86260		2640										0	0			4242.4
WOODEN_BEAR	GEAR	RED	186	R27	658,248	2,194,160	27,427	54,854	1900		61250	1125		30832.5									0	0			3433.33
BEAGLE_BOYS	GEAR	RED	189	R27	649,752	2,165,840	27,073	54,146	1875		40000									4			0	0			2373.01
SQUEAKER_SQUEAK	GEAR	RED	185	R27	44,352	147,840	1,848	3,696	125		87500						10500						0	0			5600
MAD_PURSUIT	GEAR	RED	185	R27	44,352	147,840	1,848	3,696	125			3000											0	0			1800
WARNING_CLOCK	GEAR	RED	185	R27	44,352	147,840	1,848	3,696	125				4000										0	0			1200
FOREST_TREK	GEAR	RED	185	R27	44,352	147,840	1,848	3,696	125		82500												0	0	4		4073.01
TRAVELERS_KIT	GEAR	RED	190	R28	35,472	118,240	1,478	2,956	100		60145												0	0			2405.8
FLOWER_CROWN	GEAR	RED	190	R28	35,472	118,240	1,478	2,956	100											1			0	0			229.06
MOON_OVER_LONDON	GEAR	RED	190	R28	70,968	236,560	2,957	5,914	200		64775									1			0	0			2820.06
MAP	GEAR	ORANGE	194	R28	362,424	1,208,080	15,101	30,202	1050		89307.5	4995	8450			13750							0	0			11854.3
FOOT_TREE	GEAR	ORANGE	191	R28	362,424	1,208,080	15,101	30,202	1050			5057.5	10282.5				14375						0	0			8994.25
ONLOOKERS	GEAR	ORANGE	192	R28	362,424	1,208,080	15,101	30,202	1050								20000						0	0			4000
NECKLACE	GEAR	ORANGE	192	R28	385,440	1,284,800	16,060	32,120	1100							18125							0	0			3625
WARDROBE	GEAR	ORANGE	194	R28	404,232	1,347,440	16,843	33,686	1175		56250	2812.5		22500									0	0			4162.5
LAMPPOST	GEAR	ORANGE	191	R28	362,424	1,208,080	15,101	30,202	1050		35407.5												0	0.05			2370.73
GNOME_RAINBOW	GEAR	ORANGE	193	R28	370,656	1,235,520	15,444	30,888	1075				2845	26250			13887.5						0	0			3893.5
TARZAN_PARROTS	GEAR	RED	195	R28	798,024	2,660,080	33,251	66,502	2325		84720	4370	7495			13332.5	11820			8			0	0			14435.11
FALL_LEAVES	GEAR	RED	194	R28	786,336	2,621,120	32,764	65,528	2275		118050					22500							0	0			9222
MODERN_MALLARD	GEAR	RED	193	R28	796,560	2,655,200	33,190	66,380	2300		84637.5	1895					15625				6		0	0			8792.81
COWSMOOPOLITAN	GEAR	RED	194	R28	764,880	2,549,600	31,870	63,740	2225		56250			20832.5		10000							0	0			4458.33
GARGOYLE_DRAWINGS	GEAR	RED	195	R28	813,888	2,712,960	33,912	67,824	2350		43750		4500										0	0			3100
HERCULES_STATUE	GEAR	RED	192	R28	815,496	2,718,320	33,979	67,958	2375		25000	1387.5				2532.5							0	0			2339
GREEK_GARDEN	GEAR	RED	190	R28	44,352	147,840	1,848	3,696	125		21875							25					0	0			2783.86
WATER_HORSE	GEAR	RED	190	R28	44,352	147,840	1,848	3,696	125		21875								25				0	0			2783.86
TARGET_DUMMY	GEAR	RED	190	R28	44,352	147,840	1,848	3,696	125		18750											15	0	0			2658.86
SNOWY_VILLAGE	GEAR	RED	190	R28	44,352	147,840	1,848	3,696	125				4287.5								25		0	0			2431.56
MYSTERIOUS_MAILBOX	GEAR	RED	195	R29	35,472	118,240	1,478	2,956	100			3125											0	0			1875
INTERDIMENSIONAL_RIFT	GEAR	RED	195	R29	35,472	118,240	1,478	2,956	100		56308												0	0			2252.32
MR_BIMBO	GEAR	RED	195	R29	70,968	236,560	2,957	5,914	200		62508	3438											0	0			4563.12
MO	GEAR	ORANGE	196	R29	378,072	1,260,240	15,753	31,506	1100		125008	4770	6895					1		3			0	0			11197.86
UNPLEASANT_UNICORN	GEAR	ORANGE	196	R29	440,040	1,466,800	18,335	36,670	1275			4725	6395				17500						0	0			8253.5
DOUBLE_MOONS	GEAR	ORANGE	197	R29	426,216	1,420,720	17,759	35,518	1225		118520		6600										0	0	5		8078.35
BLAZEY	GEAR	ORANGE	195	R29	385,992	1,286,640	16,083	32,166	1125		102208		5950										0	0.05			7004.61
GUMMI_GLEN	GEAR	ORANGE	198	R29	439,272	1,464,240	18,303	36,606	1275		95225	2075										9	0	0			7316.58
GUMMISCOPE	GEAR	ORANGE	196	R29	416,664	1,388,880	17,361	34,722	1200		82663	2645				7825							0	0			6458.52
GREAT_BOOK_OF_GUMMI	GEAR	ORANGE	195	R29	416,808	1,389,360	17,367	34,734	1200				2825	5325						2			0	0			1443.77
NEWS_FLASH	GEAR	RED	200	R29	766,080	2,553,600	31,920	63,840	2225		118763	5158	8283										0	0		7	11687.77
HIT_THE_LIGHTS	GEAR	RED	199	R29	782,568	2,608,560	32,607	65,214	2275		138888	6250		22220									0	0			9527.72
ALWAYS_A_CRITIC	GEAR	RED	196	R29	772,104	2,573,680	32,171	64,342	2250			4700	6038						6				0	0			6893.98
BADGE_OF_BONDING	GEAR	RED	198	R29	830,376	2,767,920	34,599	69,198	2400							10000	13813						0	0			4762.6
CINNAMON_ROLL	GEAR	RED	198	R29	845,640	2,818,800	35,235	70,470	2450		63750		3875				6875						0	0			5087.5
OLD_RUSTY	GEAR	RED	197	R29	796,584	2,655,280	33,191	66,382	2300					24770		9063				3			0	0			2874.83
KINDERGARTENERS	GEAR	RED	195	R29	44,352	147,840	1,848	3,696	125			3750										10	0	0			4512.58
GALILEO	GEAR	RED	195	R29	44,352	147,840	1,848	3,696	125			4063											0	0.15			3569.09
STUNNING_SYMPHONY	GEAR	RED	195	R29	44,352	147,840	1,848	3,696	125			4063											0	0	10		3795.35
WHEN_WHALES_FLY	GEAR	RED	195	R29	44,352	147,840	1,848	3,696	125			3438											0	0		10	3420.35
REEL_ANEMONEMONE	REEL	WHITE	0	R1	75	150	9		2																		
REEL_PARTY_REX	REEL	WHITE	0	R1	95	190	9		2																		
REEL_INCONSPICUOUS_APPLE	REEL	WHITE	0	R1	67	134	9		2																		
REEL_BLUEBIRD_OF_HAPPINESS	REEL	WHITE	0	R1	100	200	9		2																		
REEL_CRAB_CAKE	REEL	GREEN	0	R1	75	150	9		2																		
REEL_GOLDEN_FLOWER	REEL	GREEN	0	R1	62	124	9		2																		
REEL_LOVELY_BUNCH_OF_COCONUTS	REEL	GREEN	0	R1	100	200	9		2																		
REEL_SAN_FRANCISCO_PIZZA	REEL	GREEN	0	R1	400	800	9		4																		
REEL_PRICKLY_PEAR	REEL	GREEN	0	R1	125	250	9		2																		
REEL_BADGE_OF_GIRTH	REEL	GREEN	0	R1	150	300	9		2																		
REEL_ANVIL_OF_MORALITY	REEL	GREEN	0	R1	450	900	9		4																		
REEL_TINY_CAR	REEL	GREEN	0	R1	500	1,000	9		6																		
REEL_MRS_NESBITTS_CHAPEAU	REEL	BLUE	0	R1	300	600	9		2																		
REEL_CONSPICUOUS_APPLE	REEL	BLUE	0	R1	300	600	9		2																		
REEL_TIME_SINK	REEL	GREEN	0	R1	100	200	9		2																		
REEL_REALLY_BAD_EGG	REEL	BLUE	0	R1	4,500	9,000	60	295	18																		
REEL_INCOGNITO_MODE	REEL	BLUE	0	R1	3,000	6,000	60	280	26																		
REEL_ROUSING_MUSICAL_NUMBER	REEL	BLUE	0	R1	10,000	20,000	60	521	20																		
REEL_SAVE_TOKEN	REEL	BLUE	0	R1	2,500	5,000	60	233	32																		
REEL_BASKETBALL_JERSEY	REEL	BLUE	0	R1	3,500	7,000	60	495	22																		
REEL_BADGE_OF_MOTIVATION	REEL	BLUE	0	R1	6,250	12,500	60	375	24																		
REEL_CHIEFS_STONE	REEL	BLUE	0	R1	4,250	8,500	60	418	26																		
REEL_WILDERNESS_EXPLORER	REEL	BLUE	0	R1	6,250	12,500	60	375	40																		
REEL_DISCARDED_TIARA	REEL	BLUE	0	R1	6,500	13,000	60	390	44																		
REEL_BONE_XYLOPHONE	REEL	BLUE	0	R1	6,500	13,000	60	390	44																		
REEL_SEA_WITCHS_CONTRACT	REEL	BLUE	0	R1	6,250	12,500	60	438	48																		
REEL_DOCTORS_TOP_HAT	REEL	BLUE	0	R1	3,000	6,000	60	280	48																		
REEL_MISPLACED_TAIL	REEL	BLUE	0	R1	5,000	10,000	60	428	52																		
REEL_GLOW_BUG	REEL	BLUE	0	R1	6,000	12,000	60	310	52																		
REEL_PIGASUS	REEL	BLUE	0	R1	6,000	12,000	60	310	52																		
REEL_FLUBBER	REEL	PURPLE	0	R1	7,750	15,500	300	1,585	96																		
REEL_LAWNMOWER_REMOTE	REEL	PURPLE	0	R1	13,000	26,000	300	1,857	96																		
REEL_ARAIGNEE_NOIRE	REEL	PURPLE	0	R1	9,000	18,000	300	1,350	104																		
REEL_MIST_MAKER	REEL	PURPLE	0	R1	6,500	13,000	300	1,225	100																		
REEL_LIGHTSPEED	REEL	PURPLE	0	R1	6,500	13,000	300	1,225	100																		
REEL_FAMILY_HEIRLOOM	REEL	PURPLE	0	R1	10,000	20,000	300	1,100	112																		
REEL_HOT_DOG	REEL	PURPLE	0	R2	13,250	26,500	400	1,633	200																		
REEL_LAST_RESORT	REEL	PURPLE	0	R2	13,250	26,500	400	1,633	200																		
REEL_FOX_MACE	REEL	PURPLE	0	R2	18,750	37,500	400	2,135	200																		
REEL_JAFARS_CUFFLINKS	REEL	PURPLE	0	R2	10,000	20,000	400	1,100	196																		
REEL_PASSIVE_AGGRESSIVE_ELLIPSIS	REEL	PURPLE	0	R2	10,000	20,000	400	1,100	196																		
REEL_SPEAR_MINT	REEL	PURPLE	0	R2	6,000	12,000	400	900	100																		
REEL_PINEAPPLE_CRATE	REEL	PURPLE	0	R3	6,000	12,000	1,250	5,060	100																		
REEL_TRITONS_TRIDENT	REEL	PURPLE	0	R3	6,000	12,000	1,250	5,060	100																		
REEL_FA_FAMILY_SHEARS	REEL	PURPLE	0	R3	12,000	24,000	1,250	1,714	224																		
REEL_CURSED_COIN	REEL	PURPLE	0	R3	12,000	24,000	1,250	1,714	224																		
REEL_FREDS_RECYCLED_BOXERS	REEL	PURPLE	0	R4	10,000	20,000	1,250	5,100	196																		
REEL_STABLE_WALKING_CANE	REEL	PURPLE	0	R4	10,000	20,000	1,250	5,100	196																		
REEL_KIMMUNICATOR	REEL	PURPLE	0	R4	11,000	22,000	1,250	3,832	196																		
REEL_STONE_GUARDIAN	REEL	PURPLE	0	R4	11,000	22,000	1,250	3,832	196																		
REEL_PILOTS_CAP	REEL	PURPLE	0	R4	9,000	18,000	1,250	3,885	112																		
REEL_OO_DE_LALLY_ARROWS	REEL	PURPLE	0	R5	25,000	50,000	1,250	2,500	100																		
REEL_POTENTIAL_CARRIAGE	REEL	PURPLE	0	R5	25,000	50,000	1,250	2,500	100																		
REEL_SCREAM_CANISTER	REEL	PURPLE	0	R5	25,000	50,000	1,250	2,500	100																		
REEL_UKULELE	REEL	ORANGE	0	R6	25,000	50,000	1,250	2,500	100																		
REEL_WINNIFREDS_SPELLBOOK	REEL	ORANGE	0	R6	25,000	50,000	1,250	2,500	100																		
REEL_JAR_OF_HUNNY	REEL	ORANGE	0	R6	25,000	50,000	1,250	2,500	100																		
REEL_MYSTERIOUS_JOURNAL	REEL	ORANGE	0	R6	25,000	50,000	1,250	2,500	100																		
REEL_GUMMIBEARY_JUICE	REEL	ORANGE	0	R6	25,000	50,000	1,250	2,500	100																		
REEL_CLOSE_SHAVE	REEL	ORANGE	0	R6	25,000	50,000	1,250	2,500	100																		
REEL_DOGS_BREAKFAST	REEL	ORANGE	0	R7	25,000	50,000	1,250	2,500	100																		
REEL_LIQUID_BREAKFAST	REEL	ORANGE	0	R7	25,000	50,000	1,250	2,500	100																		
REEL_SWEET_TOOTH	REEL	ORANGE	0	R7	25,000	50,000	1,250	2,500	100																		
REEL_KING_OF_BALD_MOUNTAIN	REEL	ORANGE	0	R8	30,000	60,000	1,250	2,500	100																		
REEL_WHALE_OF_A_TALE	REEL	ORANGE	0	R8	30,000	60,000	1,250	2,500	100																		
REEL_DIABLO_PIEDRA	REEL	ORANGE	0	R8	30,000	60,000	1,250	2,500	100																		
REEL_TRICK_OR_TREAT	REEL	ORANGE	0	R8	30,000	60,000	1,250	2,500	100																		
REEL_MATHEMATICALLY_DELICIOUS	REEL	ORANGE	0	R8	30,000	60,000	1,250	2,500	100																		
REEL_DRUM_LINE	REEL	ORANGE	0	R8	30,000	60,000	1,250	2,500	100																		
REEL_LUCKY_EGG	REEL	ORANGE	0	R9	35,000	70,000	1,250	2,500	100																		
REEL_PAY_THROUGH_THE_TEETH	REEL	ORANGE	0	R9	35,000	70,000	1,250	2,500	100																		
